epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
372,15518.7,0.52994,0.32112,0.84371,0.58511,0.85152,0.59966,0.50484,0.53813,0.58346,0.83226,0.0026542,0.0026542,0.0026542
373,15907,0.53067,0.32211,0.84302,0.61394,0.84873,0.62591,0.52359,0.53919,0.51264,0.83352,0.0026344,0.0026344,0.0026344
374,16295.6,0.52978,0.32373,0.84366,0.64914,0.84353,0.65841,0.54687,0.53923,0.45949,0.83397,0.0026146,0.0026146,0.0026146
375,16683.8,0.52465,0.32159,0.84376,0.68403,0.83604,0.68993,0.56916,0.54001,0.42186,0.83469,0.0025948,0.0025948,0.0025948
376,17071.9,0.52505,0.31992,0.84264,0.7109,0.83494,0.71663,0.58813,0.53977,0.39076,0.83461,0.002575,0.002575,0.002575
377,17460.7,0.5268,0.32073,0.84253,0.74334,0.83978,0.75023,0.61326,0.5398,0.36802,0.83481,0.0025552,0.0025552,0.0025552
378,17849.3,0.5244,0.3186,0.84303,0.7824,0.83521,0.78385,0.63821,0.53973,0.35137,0.83483,0.0025354,0.0025354,0.0025354
379,18238.2,0.52555,0.31974,0.84395,0.80334,0.8433,0.80809,0.6565,0.53947,0.33961,0.83477,0.0025156,0.0025156,0.0025156
380,18626.9,0.52792,0.31843,0.84384,0.83009,0.8432,0.83553,0.678,0.53921,0.33037,0.83469,0.0024958,0.0024958,0.0024958
381,19015.8,0.52027,0.31615,0.84086,0.87494,0.84027,0.87498,0.70825,0.53892,0.32374,0.83461,0.002476,0.002476,0.002476
382,19404.8,0.52548,0.31931,0.84397,0.89098,0.84108,0.88954,0.71952,0.53868,0.31987,0.83451,0.0024562,0.0024562,0.0024562
383,19793.8,0.52375,0.31819,0.84376,0.89907,0.84615,0.90021,0.72883,0.53852,0.31704,0.83454,0.0024364,0.0024364,0.0024364
384,20182.9,0.52008,0.3147,0.84268,0.90058,0.8475,0.90649,0.7344,0.53829,0.31502,0.83449,0.0024166,0.0024166,0.0024166
